Symptom,Actinomyocosis,Adenovirus_Infection,Aeromonas_&_Marino_Vibrio_infx.,African_Tick_Bite_Fever,AIDS,Alkhurma_Hemorrhagic_Fever,Amoeba-_free_living,Amoebic_abscess,Amoebic_colitis,Anaplasmosis,Angiostrongyliasis,Animal_Bite-associated_infection,Anisakiasis,Anthrax,Argentine_Hemorrhagic_Fever,Ascariasis,Aspergillosis,Astrakhan_Fever,Babesiosis,Bacillary_Angiomatosis,Bacillus_Cereus_Food_Poisoning,Bacterial_Vaginosis,Balantidiasis,Barmah_Forest_disease,Bartontellosis_-_cat_borne,Bartonellosis-_other_systemic,Bartonellosis-_South_American,Bas-Congo_Virus,Baylisascariasis,Bartiella_and_Intermicapsifer,Blastocystis_hominis_infection,blastomycosis,Bolivian_Hemorrhagic_Fever,Botulism,Brain_Abscess,Brainerd_diarrhea,Brazilian_hemorrhagic_fever,Brazilian_purpuric_Fever,Brucellosis,Bunyaviridae_infections-_misc,California_encephailtis_Group,Campylobacteriosis,Candidiasis,Capillariasis-_extraintestinal,Capillariasis-_intestinal,Cercarial_dermatitis,Chancroid,Chandipura_and_Vesicular_stomatitis_viruses,Chikungunya,Chlamydia_infections,Chlamydophila_pneumoniae_infection,Cholescystitis_&_cholangitis,Cholera,Chromomycosis,Chronic_Meningococcemia,Clonochiasis,Clostridial_food_poisoning,Clostridial_myonecrosis,Clostridium_difficile_colitis,Coccidioidomycosis,Coenurosis,Colorado_Tick_Fever,Coltiviruses-_Old_World,Common_Cold,Conjunctivitis-_inclusion,Conjunctivitis-_viral,Crimean_Congo_Hemorrhagic_Fever,Cryptococcosis,Cryptosporidiosis,Cutaneous_larva_migrans,Cyclosporiasis,Cysticercosis,Cytomegalovirus_Infection,Dengue,Dermatophytosis,Dicrocoeliasis,Dientamoeba_fragillis_infection,Dioctophyme_renalis_infection,Diphtheria,Diphylloborthriasis,Dipylidiasis,Dirofilariasis,Dracunculiasis,Eastern_Equine_Encephalitis,Ebola,Echinococcosis-_American_polycystic,Echinococcosis-_multilocular,Echinococcosis-_unilocular,Echinostomiasis,Ehrlichiosis-_human_monocytic,Endemic_syphilis_(bejel),Endocarditis_-_infectious,Entamoeba_Polecki_infection,Enteritis_necroticans,Enterobiasis,Enterovirus_Infection,Entomophthoramycosis,Epidural_abscess,Erysipelas_or_Cellulitis,Erysipeloid,Erythrasma,Escherichia_coli_diarrhea,Fascioliasis,Fasciolopsiasis,Filariasis-_Bancroftian,Filariasis-_Brugia_malayi,Filariasis=_Brugia_Timori,Flinders_Island_Spotted_Fever,Fungal_Infection-_invasive,Gastrodiscoidiasis,Gastroenteritis-_viral,Gianotti-Crosti_Syndrome,Giardiasis,Glanders,Gnathostomiasis,Gongylonemiasis,Gonococcal_Infection,Granuloma_inguinale,Group_C_viral_fevers,Hantavirus_Infection-_Old_world,Hantavirus_pulmonary_syndrome,Hendra_Virus_Disease,Hepatitis_A,Hepatitis_B,Hepatitis_C,Hepatitis_D,Hepatitis_E,Hepatitis_G,Herpes_B_Infection,Herpes_Simplex_Encephalitis,Herpes_Simplex_Infection,Herpes_Zoster,Heterophyid_Infections,Histoplasmosis,Histoplasmosis-_African,HIV-_initial_illness,Hookworm,Human_Herpesvirus_6_infection,Hymenolepis_diminuta_infection,hymenolepis_nana_infection,Ilheus_and_Bussuquara,"Infection_of_wound,_puncture,_IV_line,_etc",Infectious_mononucleosis_or_EBV_infection,Influenza,Intestinal_spirochetosis,Intra-abdominal_abscess,Intracranial_venous_thrombosis,Isosporiasis,Israeli_spotted_Fever,Japanese_Encephalitis,Japanese_Spotted_Fever,Karelian_Fever,Kawasaki_Disease,Kikuchi's_disease_&_Kimura_Disease,Kingella_Infection,Kyasanur_Forest_Disease,Lagochilascariasis,Laryngotracheobronchitis,Lassa_Fever,Legionellosis,Leishmaniasis_-_cutaneous,Leishmaniasis-_mucocutaneous,Leishmaniasis-_visceral,Leprosy,Leptospirosis,Listeriosis,Liver_abscess-_bacterial,Lobomycosis,Loiasis,Louping_Ill,Lyme_Disease,Lymphocytic_choriomeningitis,Lymphogranuloma_Venereum,Malaria,Malignant_Otitis_Externa,Mammomonogamiasis,Mansonelliasis-_M._ozzardi,Mansonelliasis-_M._Perstans,Marsonelliasis-_M._Steptocera,Marburg_Virus_Disease,Mayaro,Measles,Meliodosis,Meningitis_-_aseptic_(viral),Meningitis-_bacterial,MERS_Coronavirus_infection,Metagonimiasis,Metorchiasis,Microsporidiosis,Moniliformis_and_Macracanthorhynchus,Monkeypox,Mumps,Murray_Valley_Encephalitis,Myalgic_encephalitis,Mycetoma,Mycobacteriosis-_M._marinum,Mycobacteriosis-_M._scrofulaceum,Mycobacteriosis-_ulcerans,Mycobacteriosis-_miscellaneous_nontuberculous,Mycoplasma_(miscellaneous)_infections,Mycroplasma_pneumoniae_infection,Myiasis,Nanophyetiasis,Necrotizing_skin/soft_tissue_infection,Neutropenic_Typlitis,New_World_Phleboviruses,Nipah_and_Nipah-like_Virus_Disease,Nocardiosis,North_Asian_Tick_Typhus,O'nyong_nyong,Ockelbo_Disease,Oseophagostomiasis,Old_World_Phleboviruses,Omsk_Hemorrhagic_Fever,Onchoceriasis,Opisthorchiasis,Orbital_and_Eye_Infections,Orf,Ornithosis,Oropouche,Osteomyelitis,Otitis_Media,Paracoccidioidomycosis,Paragonimiasis,Parainfluenza_Virus_Infection,Parvovirus_B19_Infection,Pediculosis,Penicilliosis,Pentastomiasis-_Armillifer,Pentastomiasis-_Linguatula,Pericarditis-_Bacterial,Perinephric_Abcess,Perirectal_Abscess,Peritonitis-_Bacterial,Pertussis,Pharyngeal_&_Cervical_Space_Infection,Pharyngitis-_Bacterial,Pinta,Pityriasis_Rosea,Plague,Plesiomonas_Infection,Pleurodynia,Pneumoncystis_Pneumonia,Pneumonia-_Bacterial,Pogosta_Disease,Poliomyelitis,Powassan,Protothecosis_&_Chlorellosis,Pseudocowpox,"Pyodermas_(impetigo,_abscess,_etc)",Pyomyositis,Pythiosis,Q-Fever,Queensland_Tick_Typhus,Rabies,Rat_Bite_Fever-_Spirillary,Rat_Bite_Fever-_Streptobacillary,Relapsing_Fever,Respiratory_Syncytial_virus_Infection,Respiratory_Viruses_-_Miscellaneous,Reye's_Syndrome,Rheumatic_Fever,Rhinoscleroma_and_Ozena,Rhinospiridosis,Rhodococcus_Equi_Infection,Rickettsia_Felis_Infection,Rickettsia_Sibirica_Mongolotimonae_Infection,Rickettsialpox,Rift_Valley_Fever,Rocio,Rocky_Mountain_Spotted_Fever,Ross_River_Disease,Rotavirus_Infection,Rubella_,Salmonellosis,Sarcocytosis,SARS,Scabies,Scarlet_Fever,Schistosomiasis-_haematoblum,Schistosomiasis-_intercalctum,Schistosomiasis-_japonicum,Schistosomiasis-_Mansoni,Schistosomiasis-_Mattheei,Schistosomiasis-_mekongi,Sennetsu_neorickettsiosis,Septic_arthritis,Septicemia-_bacterial,Shingellosis,Sindbis,Sinusitis,Smallpox,Sparganosis,Spondweni,Sporotrichosis,Spotted_Fevers-_Old_World,St_Louis_Encephalitis,Staphylococcal_Food_Poisoning,Staphylococcal_Scalded_Skin_infection,Streptococcus_Suis_Infection,Strongyloidiasis,Subdural_Empyema,Suppurative_Parotitis,Syphillis,Taeniasis,Tenapox_Virus_Disease,Tetanus,Thelaziasis,Thogoto,Tick-borne_Encephalitis,Tick-Borne_Encephalitis:_Russian_Spring-Summer,Toxic_Shock_Syndrome,Toxocariasis,Toxoplasmosis,Trachoma,Trichinosis,Trichomoniasis,Trichostrongyliasis,Trichuriasis,Tropical_Phagedenic_Ulcer,Tropical_Pulmonary_Eosinophilia,Tropical_Sprue,Trypanosomiasis-African,Trypanosomiasis-_American,Tuberculosis,Tularemia,Tungiasis,Typhoid_and_Enteric_Fever,Typhus-_endemic,Typhus-_Epidemic,Typhus-_Scrub,Urinary_Tract_Infection,Vaccinia_and_Cowpox,Varicella,Venezuelan_Equine_Encephalitis,Venezuelan_Hemorrhagic_Fever,Vibrio_Parahaemolyticus_Infection,Viliuisk_Encephalomyelitis,Wesselsbron,West_Nile_Fever,Western_Equine_Encephalitis,Whipple's_Disease,Whitewater_Arroyo_Virus_Infection,Yaws,Yellow_Fever,Yersiniosis,Zika,Zygomycosis
AbdominalDistension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AbdominalObstruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abscess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AbsentBowelSounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AllergicReaction,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anorexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
